task,penetration
"Investigate disturbances on the premises, such as security alarms, altercations, and suspicious activity.",0.0
Investigate employee complaints and resolve problems following management rules and regulations.,0.0
Investigate employment practices or alleged violations of laws to document and correct discriminatory factors.,0.0
Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.,0.0
"Investigate experimental wind turbines or wind turbine technologies for properties such as aerodynamics, production, noise, and load.",0.0
"Investigate facts and law of cases and search pertinent sources, such as public records and internet sources, to determine causes of action and to prepare cases.",0.0
"Investigate green consumer electronics applications for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.",0.0
"Investigate hazardous conditions or spills or outbreaks of disease or food poisoning, collecting samples for analysis.",0.0
Investigate health-related complaints and inspect facilities to ensure that they comply with public health legislation and regulations.,0.0
Investigate hunting accidents or reports of fish or game law violations.,0.0
Investigate illegal or suspicious activities.,0.0
"Investigate incidents or violations, such as delays, accidents, and equipment failures.",0.0
"Investigate industrial accidents, injuries, or occupational diseases to determine causes and preventive measures.",0.0
Investigate instances of illegal tapping into service lines.,0.0
"Investigate known or suspected internal theft, external theft, or vendor fraud.",0.0
Investigate mechanical failures or unexpected maintenance problems.,0.0
"Investigate missing checks, payment histories, held funds, returned checks, or other related issues to resolve client or creditor problems.",0.0
"Investigate or direct investigations of freight theft, suspicious damage or loss of passengers' valuables, or other crimes on railroad property.",0.0
Investigate or interview individuals suspected of shoplifting or internal theft.,0.0
Investigate or report questionable test results.,0.0
"Investigate or resolve operational problems, such as material use variances or bottlenecks.",0.0
Investigate or review the carbon footprints and environmental performance records of current or potential storage and distribution service providers.,0.0
Investigate or test specific construction project materials to determine compliance to specifications or standards.,0.8844
Investigate or test vendors' or competitors' products.,0.0
"Investigate product characteristics such as the product's safety and handling qualities, its market appeal, how efficiently it can be produced, and ways of distributing, using, and maintaining it.",0.0
Investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.,0.9648
"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.9561
"Investigate properties, origins, and activities of glaciers, ice, snow, and permafrost.",0.0
Investigate property availability for purposes of development.,0.0
"Investigate reports of animal attacks or animal cruelty, interviewing witnesses, collecting evidence, and writing reports.",0.0
Investigate responses of soils to specific management practices to determine the use capabilities of soils and the effects of alternative practices on soil productivity.,0.0
"Investigate security incidents, using computer forensics, network forensics, root cause analysis, or malware analysis.",0.0
Investigate soil problems or poor water quality to determine sources and effects.,0.0
"Investigate sources, such as auctions, estate sales, liquidators, wholesalers, or trade shows for new items, used items, or collectibles.",0.0
"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",0.0
Investigate the adaptability of various animal and plant species to changed environmental conditions.,0.0
"Investigate the adequacy of ventilation, exhaust equipment, lighting, or other conditions that could affect employee health, comfort, or performance.",0.0
"Investigate the composition, structure, or history of the Earth's crust through the collection, examination, measurement, or classification of soils, minerals, rocks, or fossil remains.",0.0
Investigate the impact of changed land management or land use practices on ecosystems.,0.0
"Investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes.",0.0
"Investigate the properties, origins, or activities of glaciers, ice, snow, or permafrost.",0.0
"Investigate the relationship between organisms and disease, including the control of epidemics and the effects of antibiotics on microorganisms.",0.0
"Investigate theoretical or conceptual issues, such as the human design considerations of lunar landers or habitats.",0.8856
Investigate traffic accidents and other accidents to determine causes and to determine if a crime has been committed.,0.0
Investigate traffic problems and recommend methods to improve traffic flow or safety.,0.0
Investigate violations of solid waste or recycling ordinances.,0.0
"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0.9848
Investigate work-related complaints to verify problems and to determine responses.,0.0
"Investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.",0.0
"Involve parent volunteers and older students in children's activities to facilitate involvement in focused, complex play.",0.0
"Iron or press articles, fabrics, and furs, using hand irons or pressing machines.",0.0
"Irrigate soil, using portable pipes or ditch systems, and maintain ditches or pipes and pumps.",0.0
"Isolate and maintain cultures of bacteria or other microorganisms in prescribed or developed media, controlling moisture, aeration, temperature, and nutrition.",0.0
"Isolate, analyze, or synthesize vitamins, hormones, allergens, minerals, or enzymes and determine their effects on body functions.",0.0
"Isolate, identify and prepare specimens for examination.",0.0
Issue and cash money orders.,0.0
"Issue and collect passenger boarding passes and transfers, tearing or punching tickets as necessary to prevent reuse.",0.0
Issue and record adjustments to pay related to previous errors or retroactive increases.,0.0
Issue and store funeral equipment.,0.0
Issue arrest warrants.,0.0
Issue certificates of compliance for vessels without violations.,0.0
Issue checks to bond owners in settlement of transactions.,0.0
"Issue clothing, tools, and other authorized items to inmates.",0.0
"Issue directions for loading, unloading, and seating in boats.",0.0
"Issue equipment, such as farm implements, machinery, ladders, or containers to workers, and collect equipment when work is complete.",0.0
"Issue fire permits, timber permits, and other forest use licenses.",0.0
"Issue gym clothes, uniforms, towels, athletic equipment, and special athletic apparel.",0.0
Issue identification cards to borrowers.,0.0
"Issue initial and replacement safe-deposit keys to customers, and admit customers to vaults.",0.0
Issue landing and take-off authorizations or instructions.,0.0
Issue licenses to individuals meeting standards.,0.0
"Issue licenses, permits, or other documentation.",0.0
Issue medications from dispensary and maintain records in accordance with specified procedures.,0.0
Issue notices and recommend corrective actions when infractions or problems are found.,0.0
"Issue or distribute materials, products, parts, and supplies to customers or coworkers, based on information from incoming requisitions.",0.0
Issue patterns to designated machine operators.,0.0
"Issue permits for construction, relocation, demolition, or occupancy.",0.0
Issue permits for public assemblies.,0.0
Issue public notification of all official activities or meetings.,0.0
"Issue receipts, refunds, credits, or change due to customers.",0.0
Issue room keys and escort instructions to bellhops.,0.0
Issue subpoenas and administer oaths in preparation for formal hearings.,0.0
Issue subpoenas or administer oaths to prepare for formal hearings.,0.0
Issue supplies and equipment to workers.,0.0
"Issue ticket stubs or place numbered tags on windshields, log tags or attach tag to customers' keys, and give customers matching tags for locating parked vehicles.",0.0
"Issue trading stamps, and redeem food stamps and coupons.",0.0
"Issue various permits and licenses, such as marriage, fishing, hunting, and dog licenses, and collect appropriate fees.",0.0
Issue warnings or citations and file reports as necessary.,0.0
"Issue warnings or citations in connection with animal-related offenses, or contact police to report violations and request arrests.",0.0
"Itemize and total customer merchandise selection at checkout counter, using cash register, and accept cash or charge card for purchases.",0.0
"Jab logs with metal ends of scale sticks, and inspect logs to ascertain characteristics or defects such as water damage, splits, knots, broken ends, rotten areas, twists, and curves.",0.0
"Join edges of carpet and seam edges where necessary, by sewing or by using tape with glue and heated carpet iron.",0.0
"Join lips, using needles and thread or wire.",0.0
"Join sections of conveyor frames at temporary working areas, and connect power units.",0.0
"Join structural assemblies, such as wings, tails, or fuselage.",0.0
"Judge performances in sporting competitions to award points, impose scoring penalties, and determine results.",0.0
Keep a current record of staff members' whereabouts and availability.,0.0
"Keep abreast of changes in industry practices and emerging telecommunications technology by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",0.0
Keep abreast of changes in the law and inform judges when cases are affected by such changes.,0.0
"Keep abreast of changing rules, techniques, technologies, and philosophies relevant to their sport.",0.0
Keep abreast of developments and changes in the nuclear field by reading technical journals or by independent study and research.,0.0
"Keep abreast of developments and technological advances in the communication field by reading current literature, talking with colleagues, and participating in professional conferences.",0.7239
"Keep abreast of developments and technological advances in the mathematical field by reading current literature, talking with colleagues, and participating in professional conferences.",0.0
"Keep abreast of developments in document management technologies and techniques by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",0.0
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",0.5
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional organizations and conferences.",0.7239
"Keep abreast of developments in the field by reading current literature, talking with colleagues, giving presentations at conferences, and serving on committees in professional associations.",0.7239
"Keep abreast of developments in their field by reading current literature, talking with colleagues, and participating in professional organizations and activities.",0.7239
"Keep abreast of game design technology and techniques, industry trends, or audience interests, reactions, and needs by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",0.0
"Keep abreast of government regulations and emerging Web technology to ensure regulatory compliance by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",0.0
"Keep abreast of new biochemistries, instrumentation, or software by reading scientific literature and attending professional conferences.",0.0
"Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, and private sources.",0.0
"Keep abreast of the issues affecting constituents by making personal visits and phone calls, reading local newspapers, and viewing or listening to local broadcasts.",0.0
"Keep accurate records of monetary exchanges, authorization forms, and transaction reconciliations.",0.0
Keep accurate records of transactions.,0.0
Keep and monitor legal volumes to ensure that law library is up-to-date.,0.0
"Keep and review paper, computerized, and video records of athlete, team, and opposing team performance.",0.0
Keep areas neat while working and return items to correct locations following demonstrations.,0.0
Keep bus interiors clean for students.,0.0
"Keep card files on clientele, recording notes of work done, products used and fees charged after each visit.",0.0
"Keep daily program logs to provide information on all elements aired during broadcast, such as musical selections and station promotions.",0.0
Keep detailed logs of all work-related activities.,0.0
"Keep financial records or perform other bookkeeping duties, such as handling credit or collections or mailing monthly statements to patients.",0.0
Keep information facilities clean during operation.,0.0
Keep informed about changes in tax and deduction laws that apply to the payroll process.,0.0
"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations.",0.0
Keep informed about trends in education and subject matter specialties.,0.0
"Keep informed of activities or changes that could affect the likelihood of an emergency, response efforts, or plan implementation.",0.0
"Keep informed of federal, state, and local regulations affecting emergency plans, and ensure that plans adhere to those regulations.",0.0
Keep informed of industry trends and deals.,0.954
Keep informed of new products and developments.,0.0
Keep informed of provisions of labor-management agreements and their effects on departmental operations.,0.0
Keep informed of shut-down and emergency evacuation procedures.,0.0
"Keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments.",0.0
"Keep informed regarding pending industry changes, trends, or best practices.",0.7239
Keep logs of recordings.,0.0
"Keep money drawers in order, and record and balance daily transactions.",0.0
Keep parking areas clean and orderly to ensure that space usage is maximized.,0.0
Keep periodic balance sheets of amounts and numbers of transactions.,0.0
Keep pipe deck and main deck areas clean and tidy.,0.0
Keep records and accounts.,0.0
"Keep records and prepare reports detailing findings, investigative methods, and laboratory techniques.",0.0
"Keep records documenting animal health, diet, or behavior.",0.0
"Keep records of all goods shipped, received, and stored.",0.0
"Keep records of assigned cases, and prepare required reports.",0.0
Keep records of calls placed and charges incurred.,0.0
"Keep records of calls placed and received, and of related toll charges.",0.0
Keep records of client needs and preferences and the services provided.,0.0
Keep records of company locks and keys.,0.0
"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",0.9951
Keep records of customers' charges and payments.,0.0
Keep records of employees' attendance and hours worked.,0.0
Keep records of goods dispatched or received.,0.0
Keep records of invoices and support documents.,1.0
Keep records of maintenance and repair work.,0.0
"Keep records of maintenance, repair, and required updates of equipment.",0.0
Keep records of material or equipment usage or problems encountered.,0.0
"Keep records of materials filed or removed, using logbooks or computers and generate computerized reports.",0.0
Keep records of merchandise distributed and money collected.,0.0
Keep records of out-going orders.,0.0
"Keep records of play, meal schedules, and bill payment.",0.0
"Keep records of purchases, sales, and requisitions.",0.0
Keep records of repairs and replacements made and causes of malfunctions.,0.0
"Keep records of room availability and guests' accounts, manually or using computers.",0.0
Keep records of the amount and condition of logs taken to mills.,0.0
"Keep records of the contents and destination of each train car, and make sure that cars are added or removed at proper points on routes.",0.0
Keep records of the quantities of food used.,0.0
Keep records of transactions and of the number of customers entering an establishment.,0.0
Keep records of work assignments.,0.0
Keep records of work orders and test and maintenance reports.,0.0
Keep records of work performed.,0.0
"Keep records on individual children, including daily observations and information about activities, meals served, and medications administered.",0.0
Keep records on the use or damage of stock or stock-handling equipment.,0.0
Keep records or prepare reports for owner or management concerning visits with clients.,0.0
"Keep records pertaining to menus, finances, and other business-related issues.",0.0
"Keep records pertaining to purchases, sales, and requisitions.",0.0
Keep records required by government agencies regarding sanitation or food subsidies.,0.0
"Keep storage areas and carts well-stocked, clean, and tidy.",0.0
"Keep students informed of community events, such as plays and concerts.",0.0
"Keep track of event times, including race times and elapsed time during game segments, starting or stopping play when necessary.",0.0
"Keep track of leave time, such as vacation, personal, and sick leave, for employees.",0.0
"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",0.0
Keep up with new penetration testing tools and methods.,0.0
"Keep up-to-date records of circulation and materials, maintain inventory, and correct cataloging errors.",0.0
"Keep work stations clean and sanitize tools, such as scissors and combs.",0.0
Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,0.9762
"Key commands and data into computer to document and specify scan sequences, adjust transmitters and receivers, or photograph certain images.",0.0
Key in processing instructions to program electronic equipment.,0.9838
Key information into computer equipment to create layouts for client or supervisor.,0.0
"Kill or stun trapped quarry, using clubs, poisons, guns, or drowning methods.",0.0
"Kindle fires, and shovel fuel and other materials into furnaces or onto conveyors by hand, with hoists, or by directing crane operators.",0.0
Label and record contents of exposed film and note details on report forms.,0.0
Label and seal graded products and issue official grading certificates.,0.0
Laminate teaching materials to increase their durability under repeated use.,0.0
"Lap girdles on rough diamonds, using diamond girdling lathes.",0.0
"Lay and align bricks, blocks, or tiles to build or repair structures or high temperature equipment, such as cupola, kilns, ovens, or furnaces.",0.0
"Lay and set mosaic tiles to create decorative wall, mural, and floor designs.",0.0
"Lay brick to build shells of chimneys and smokestacks or to line or reline industrial furnaces, kilns, boilers and similar installations.",0.0
"Lay brick to repair or maintain buildings, walls, arches, or other structures.",0.0
"Lay cable and hook up electrical connections between machines, power sources, and phone lines.",0.0
"Lay out and connect electrical wiring between controls and equipment, according to wiring diagrams, using electrician's hand tools.",0.0
"Lay out and draw or scribe patterns onto material, using compasses, protractors, rulers, scribes, or other instruments.",0.0
"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",0.0
"Lay out and drill, ream, tap, or cut parts for assembly.",0.0
Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met.,0.0
"Lay out and fabricate metal structural parts such as plates, bulkheads, and frames.",0.0
Lay out and mark areas of parts to be shot peened and fill hoppers with shot.,0.0
"Lay out and mark dimensions of parts, using templates and precision measuring instruments.",0.0
"Lay out and mark reference points and dimensions on materials, using measuring instruments and drawing or scribing tools.",0.0
"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",0.0
"Lay out cutting lines for machining, using drafting tools.",0.0
"Lay out designs on metal stock, and cut along markings to fabricate pieces used to cast metal molds.",0.0
"Lay out designs or dimensions from sketches or blueprints on stone surfaces, freehand or by transferring them from tracing paper, using scribes or chalk and measuring instruments.",0.0
"Lay out full scale drawings of pipe systems, supports, or related equipment, according to blueprints.",0.0
"Lay out installation of aircraft assemblies and systems, following documentation such as blueprints, manuals, and wiring diagrams.",0.0
"Lay out lenses and trace lens outlines on glass, using templates.",0.0
"Lay out materials such as puzzles, scissors and eating utensils for use in therapy, and clean and repair these tools after therapy sessions.",0.0
"Lay out mounting holes, using measuring instruments, and drill holes with power drill.",0.0
"Lay out patterns on wood stock and draw outlines of units, sectional patterns, or full-scale mock-ups of products, based on blueprint specifications and sketches, and using marking and measuring devices.",0.0
Lay out pavement markings for striping crews.,0.0
"Lay out pipe routes, following written instructions or blueprints and coordinating layouts with supervisors.",0.0
"Lay out plate, sheet steel, or other heavy metal and locate and mark bending and cutting lines, using protractors, compasses, and drawing instruments or templates.",0.0
"Lay out reference lines and machining locations on work, using layout tools, and applying knowledge of shop math and layout techniques.",0.0
"Lay out reference points and dimensions on parts or metal stock to be machined, using precision measuring instruments.",0.0
"Lay out reference points for installation of structural and functional components, using measuring instruments.",0.0
"Lay out wall patterns or foundations, using straight edge, rule, or staked lines.",0.0
"Lay out, direct, and supervise mine construction operations, such as the construction of shafts and tunnels.",0.0
"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems.",0.0
"Lay out, fit, or connect parts to be bonded, calculating production measurements, as necessary.",0.0
"Lay out, measure, and mark dimensions and reference lines on material, such as roofing panels, using calculators, scribes, dividers, squares, or rulers.",0.0
"Lay out, measure, and mark metal stock to display placement of cuts.",0.0
"Lay out, position, and apply shock-absorbing, sound-deadening, or decorative coverings to floors, walls, and cabinets, following guidelines to keep courses straight and create designs.",0.0
"Lay primacord between rows of charged blast holes, and tie cord into main lines to form blast patterns.",0.0
"Lay underground cable directly in trenches, or string it through conduit running through the trenches.",0.0
"Lay underground cable directly in trenches, or string it through conduits running through trenches.",0.0
"Layout and mark reference points and locations for installation of parts or components, using jigs, templates, or measuring and marking instruments.",0.0
"Lead discussion sections, tutorials, or laboratory sections.",0.0
"Lead field training sites and train field staff, students, and volunteers in excavation methods.",0.0
"Lead group counseling sessions that provide support in such areas as grief, stress, or chemical dependency.",0.0
Lead individuals or groups to tour site locations and describe points of interest.,0.0
"Lead nursing department implementation of, or compliance with, regulatory or accreditation processes.",0.0
"Lead or support negotiations involving tax agreements or abatements, power purchase agreements, land use, or interconnection agreements.",0.0
"Lead party games, such as dance-offs or prize giveaways.",0.0
Lead prescribed individual or group therapy sessions as part of specific therapeutic procedures.,0.0
Lead staff training and development in budgeting and financial management areas.,0.0
Lead stretching exercises for team members prior to games or practices.,0.0
Lead studies to examine or recommend changes in process sequences or operation protocols.,0.0
Lead teams by serving as captain.,0.0
Lead tours and answer visitors' questions about the exhibits.,0.0
Lead tours and teach educational courses to students and the general public.,0.0
"Lead, or participate in, fraud investigation teams.",0.0
Learn about characters in scripts and their relationships to each other to develop role interpretations.,1.0
Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,1.0
"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies.",0.0
"Learn acting, dancing, and other skills required for dramatic singing roles.",0.0
Learn and follow safety regulations.,0.0
"Learn and observe proper safety precautions, rules, regulations, and practices so that unsafe conditions can be recognized and proper safety protocols implemented.",0.0
Learn material and pass required tests for certification.,0.0
Learn the location and purpose of street traffic signs within assigned patrol areas.,0.0
Learn to operate new office technologies as they are developed and implemented.,0.0
"Learn to operate new technology systems and procedures through instruction, simulators, or models.",0.0
Leave messages to arrange different times to read meters in cases in which meters are not accessible.,0.0
Leave notices telling patrons where to collect mail that could not be delivered.,0.0
"Lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans.",0.0
Let out or take in seams in suits and other garments to improve fit.,0.0
"Level bedplate and establish centerline, using straightedge, levels, and transit.",0.0
Level concrete and allow to dry.,0.0
"Level refrigerators, adjust doors, and connect water lines to water pipes for ice makers and water dispensers, using hand tools.",0.0
"Level washing machines and connect hoses to water pipes, using hand tools.",0.0
License the use of photographs through stock photo agencies.,0.0
"Lift and align components into position, using hoist or block and tackle.",0.0
"Lift and move loads, using cranes, hoists, and rigging, to install or repair hydroelectric system equipment or infrastructure.",0.0
"Lift and position workpieces in relation to surface plates, manually or with hoists, and using parallel blocks and angle plates.",0.0
"Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tables, faceplates, or chucks, using clamps.",0.0
Lift and unload containers of mail or parcels onto equipment for transportation to sortation stations.,0.0
"Lift equipment into position, using cranes and rigging tools or equipment, such as gin poles.",0.0
"Lift metal stock or workpieces manually or using hoists, and position and secure them in machines, using fasteners and hand tools.",0.0
"Lift or assist others to lift patients to move them on or off beds, examination tables, surgical tables, or stretchers.",0.0
"Lift or move materials and finished products, using large cranes.",0.0
"Lift raw materials, finished products, and packed items, manually or using hoists.",0.0
"Lift tote boxes of finished cartons, and dump cartons into feed hoppers.",0.0
"Lift units or parts such as motors or generators, using cranes or chain hoists, or signal crane operators to lift heavy parts or subassemblies.",0.0
"Lift upper mold sections from lower sections, and remove molded patterns.",0.0
Lift workpieces onto work tables either manually or with hoists or direct crane operators to lift and position workpieces.,0.0
Lift workpieces to machines manually or with hoists or cranes.,0.0
"Lift, position, and remove barricades to open or close parking areas.",0.0
"Lift, position, and secure machined parts on surface plates or worktables, using hoists, vises, v-blocks, or angle plates.",0.0
"Lift, push, and swing nozzles, hoses, and tubes to direct spray over designated areas.",0.0
"Light and adjust pilot lights on gas stoves, and examine valves and burners for gas leakage and specified flame.",0.0
"Light burners or start heating units of machines, and regulate screed temperatures and asphalt flow rates.",0.0
"Light fuses, drop detonating devices into wells or boreholes, or activate firing devices with plungers, dials, or buttons, in order to set off single or multiple blasts.",0.0
"Line drilled holes with pipes, and install all necessary hardware, to prepare new wells.",0.0
Line interiors of molds with treated paper and fill molds with composition-stone mixture.,0.0
"Line slots with sheet insulation, and insert coils into slots.",0.0
Link or chart suspects to criminal organizations or events to determine activities and interrelationships.,0.0
"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, and diagrams.",0.0
"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams.",0.0
Listen and provide emotional support and encouragement to psychiatric patients.,0.0
Listen for jackpot alarm bells and issue payoffs to winners.,0.0
"Listen for malfunction alarms, and shut down equipment and notify supervisors when necessary.",0.0
"Listen to and resolve customer complaints regarding services, products, or personnel.",1.0
Listen to and resolve customers' complaints regarding products or services.,0.9827
"Listen to customer requests, referring to alphabetical or geographical directories to answer questions and provide telephone information.",0.0
"Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",0.0
"Listen to engines, rotary chains, or other equipment to detect faulty operations or unusual well conditions.",0.0
"Listen to machines during operation to detect sounds such as those made by dull cutting tools or excessive vibration, and adjust machines to compensate for problems.",0.0
Listen to mud pumps and check regularly for vibration and other problems to ensure that rig pumps and drilling mud systems are working properly.,0.0
Listen to music before playing at events to ensure recordings are appropriate and meet quality standards.,0.0
"Listen to operating engines to detect and diagnose malfunctions, such as sticking or burned valves.",0.0
Listen to recordings to master pieces or to maintain and improve skills.,0.0
"Listen to speakers' statements to determine meanings and to prepare translations, using electronic listening systems as necessary.",0.0
"Load agricultural products into trucks, and drive trucks to market or storage facilities.",0.0
"Load and adjust workpieces onto equipment or work tables, using hand tools.",0.0
"Load and arrange glass or mirrors onto delivery trucks, using suction cups or cranes to lift glass.",0.0
"Load and move dirt, rocks, equipment, or other materials, using trucks, crawler tractors, power cranes, shovels, graders, or related equipment.",0.0
"Load and position wrapping paper, sticks, bags, or cartons into dispensing machines.",0.0
Load and unload baggage in baggage compartments.,0.0
"Load and unload crops or containers of materials, manually or using conveyors, handtrucks, forklifts, or transfer augers.",0.0
Load and unload equipment chambers and transport finished product to storage or to area for further processing.,0.0
Load and unload film cassettes used to record images from procedures.,0.0
Load and unload film.,0.0
"Load and unload items from machines, conveyors, and conveyances.",0.0
"Load and unload mail trucks, sometimes lifting containers of mail onto equipment that transports items to sorting stations.",0.0
"Load and unload trucks, vans, or automobiles.",0.0
"Load and unload vessel equipment and supplies, by hand or using hoisting equipment.",0.0
"Load articles into washers or dry-cleaning machines, or direct other workers to perform loading.",0.0
Load automatic stapling mechanisms.,0.0
Load baggage or cargo for crew or passengers.,0.0
"Load circuit boards, racks or rolls of film, negatives, or printing paper into processing or printing machines.",0.0
"Load computer tapes and disks, and install software and printer paper or forms.",0.0
Load debris and refuse onto trucks and haul it away for disposal.,0.0
"Load digital images onto computers directly from cameras or from storage devices, such as flash memory cards or universal serial bus (USB) devices.",0.0
"Load dishes, glasses, and tableware into dishwashing machines.",0.0
"Load equipment receptacles or conveyors with material to be processed, by hand or using hoists.",0.0
Load floppy disks or tapes containing information into system.,0.0
"Load hoppers, containers, or conveyors to feed machines with products, using forklifts, transfer augers, suction gates, shovels, or pitchforks.",0.0
"Load hot-melt plastic rod glue through reactivator axles, using wrenches, and switch on reactivators, setting temperature and timers to heat glue to specifications.",0.0
"Load logs or wood onto trucks, trailers, or railroad cars, by hand or using loaders or winches.",0.0
"Load machine hoppers with mixed materials, using augers, or stuff rolls of plastic dough into machine cylinders.",0.0
Load machines onto trucks to prepare for transportation.,0.0
Load machines with materials such as blank paper or film.,0.0
"Load machines with objects to be processed and unload them after cleaning, placing them on conveyors or racks.",0.0
"Load machines with required input or output media, such as paper, cards, disks, tape, or Braille media.",0.0
"Load machines with statements, cancelled checks, or envelopes to prepare statements for distribution to customers or stuff envelopes by hand.",0.0
"Load materials and products into machines and equipment, or onto conveyors, using hand tools and moving devices.",0.0
Load materials and products into package processing equipment.,0.0
"Load materials into extruding and forming machines, using hand tools, and adjust feed mechanisms to set feed rates.",0.0
"Load materials into machinery and equipment, using hand tools.",0.0
"Load materials into well holes or into equipment, using hand tools.",0.0
Load newly constructed teeth into porcelain furnaces to bake the porcelain onto the metal framework.,0.0
Load or feed workpieces into welding machines to join or bond components.,0.0
"Load or stack filled molds in ovens, dryers, or curing boxes, or on storage racks or carts.",0.0
"Load or unload bundles from trucks, or move containers to storage bins, using moving equipment.",0.0
"Load or unload materials into containers or onto trucks, using hoists or forklifts.",0.0
"Load or unload materials, vehicles, or passengers from vessels.",0.0
"Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.",0.0
Load or unload trucks that deliver or pick up food or supplies.,0.0
"Load parts into containers and place containers on conveyors to be inserted into furnaces, or insert parts into furnaces.",0.0
"Load presses with paper and make necessary adjustments, according to paper size.",0.0
"Load sandblasting equipment with abrasives, attach nozzles to hoses, and turn valves to admit compressed air and activate jets.",0.0
Load semiconductor material into furnace.,0.0
"Load smaller aircraft, handling passenger luggage and supervising refueling.",0.0
Load specified amounts of metal and flux into furnaces or clay crucibles.,0.0
"Load trays with accessories, such as eating utensils, napkins, or condiments.",0.0
"Load vehicles with listed goods, ensuring goods are loaded correctly and taking precautions with hazardous goods.",0.0
"Load workpieces, plastic material, or chemical solutions into machines.",0.0
"Load, receive, or ship radioactive materials.",0.0
"Load, unload, or adjust materials or products on conveyors by hand, by using lifts, hoists, and scoops, or by opening gates, chutes, or hoppers.",0.0
"Load, unload, or identify building materials, machinery, or tools, distributing them to the appropriate locations, according to project plans or specifications.",0.0
"Load, unload, or position lighting equipment.",0.0
"Locate and appraise undeveloped areas for building sites, based on evaluations of area market conditions.",0.0
Locate and attach appropriate files to incoming correspondence requiring replies.,0.0
"Locate and confiscate real or personal property, as directed by court order.",0.0
Locate and contact potential clients to offer advertising services.,0.0
"Locate and correct data entry errors, or report them to supervisors.",0.0
"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",0.0
"Locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs.",0.9023
"Locate and document information regarding the next of kin, including their relationship to the deceased and the status of notification attempts.",0.0
"Locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results.",0.0
Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.,0.0
"Locate and interview plaintiffs, witnesses, or representatives of business or government to gather facts relevant to inspections or alleged violations.",0.0
"Locate and label parts, and maintain inventory of stock.",0.0
Locate and list addresses and households.,0.0
"Locate and mark dimensions and reference lines on defective or replacement parts, using templates, scribes, compasses, and steel rules.",0.0
"Locate and mark drilling or cutting positions on stones or dies, using diamond chips and power hand tools.",0.0
"Locate and mark reference points for columns or plates on boiler foundations, following blueprints and using straightedges, squares, transits, or measuring instruments.",0.0
"Locate and mark sites selected for geophysical prospecting activities, such as efforts to locate petroleum or other mineral products.",0.0
"Locate and mark the position of pipe installations, connections, passage holes, or fixtures in structures, using measuring instruments such as rulers or levels.",0.0
"Locate and mark workpiece bending and cutting lines, allowing for stock thickness, machine and welding shrinkage, and other component specifications.",0.0
"Locate and monitor overdue accounts, using computers and a variety of automated systems.",0.0
"Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",0.9421
Locate and obtain existing geographic information databases.,0.0
